"DATE","TIME","C0ppb","CO_sd","Number","Other","Center"
2010-08-07,"23:00:01",160.286666666667,9.94761647060881,60,0,2010-08-07 23:29:31
2010-08-08,"00:00:01",169.853191489362,6.30368598395207,47,13,2010-08-08 00:36:01
2010-08-08,"01:00:01",160.605,6.05064571424588,60,0,2010-08-08 01:29:31
2010-08-08,"02:00:01",155.463333333333,3.98177912141688,60,0,2010-08-08 02:29:31
2010-08-08,"03:00:01",176.176666666667,14.9657277019769,60,0,2010-08-08 03:29:31
2010-08-08,"04:00:01",200.382978723404,7.00469777608714,47,13,2010-08-08 04:36:01
2010-08-08,"05:00:01",187.441666666667,12.9234944592996,60,0,2010-08-08 05:29:31
2010-08-08,"06:00:01",170.26,4.34539304067723,60,0,2010-08-08 06:29:31
2010-08-08,"07:00:01",167.09,5.12791297950967,60,0,2010-08-08 07:29:31
2010-08-08,"08:00:01",184.353191489362,5.31392146461537,47,13,2010-08-08 08:36:01
2010-08-08,"09:00:01",191.01,4.85259671879441,60,0,2010-08-08 09:29:31
2010-08-08,"10:00:01",189.528333333333,12.5599726285282,60,0,2010-08-08 10:29:31
2010-08-08,"11:00:01",179.116666666667,10.0293157862958,60,0,2010-08-08 11:29:31
2010-08-08,"12:00:01",163.195744680851,3.9277140960553,47,13,2010-08-08 12:36:01
2010-08-08,"13:00:01",155.046666666667,4.58846995164784,60,0,2010-08-08 13:29:31
2010-08-08,"14:00:01",145.371666666667,5.78434742570352,60,0,2010-08-08 14:29:31
2010-08-08,"15:00:01",132.606666666667,8.91692100592961,60,0,2010-08-08 15:29:31
2010-08-08,"16:00:01",105.61914893617,5.9178300333334,47,13,2010-08-08 16:36:01
2010-08-08,"17:00:01",89.3233333333333,5.36234095941052,60,0,2010-08-08 17:29:31
2010-08-08,"18:00:01",80.355,5.01382579997973,60,0,2010-08-08 18:29:31
2010-08-08,"19:00:01",79.0516666666667,5.83424988763872,60,0,2010-08-08 19:29:31
2010-08-08,"20:00:01",94.56875,4.69800489569775,32,28,2010-08-08 20:35:04
2010-08-08,"21:00:01",102.816666666667,5.28310921123661,60,0,2010-08-08 21:29:31
2010-08-08,"22:00:01",111.875,3.44327519489753,60,0,2010-08-08 22:29:31
2010-08-08,"23:00:01",112.813333333333,4.28574565498339,60,0,2010-08-08 23:29:31
2010-08-09,"00:00:01",121.878723404255,5.19313661481118,47,13,2010-08-09 00:36:01
2010-08-09,"01:00:01",121.2,3.66286911716642,60,0,2010-08-09 01:29:31
2010-08-09,"02:00:01",121.21,4.02903445555729,60,0,2010-08-09 02:29:31
2010-08-09,"03:00:01",147.16,12.3550607211672,60,0,2010-08-09 03:29:31
2010-08-09,"04:00:01",162.882978723404,4.8270667638863,47,13,2010-08-09 04:36:01
2010-08-09,"05:00:01",152.933333333333,21.7973226988123,60,0,2010-08-09 05:29:31
2010-08-09,"06:00:01",154.921666666667,15.8326426551706,60,0,2010-08-09 06:29:31
2010-08-09,"07:00:01",152.601666666667,5.21969840243949,60,0,2010-08-09 07:29:31
2010-08-09,"08:00:01",143.5,3.24847790444266,47,13,2010-08-09 08:36:01
2010-08-09,"09:00:01",144.141666666667,2.80352633071381,60,0,2010-08-09 09:29:31
2010-08-09,"10:00:01",145.211666666667,4.79947354693029,60,0,2010-08-09 10:29:31
2010-08-09,"11:00:01",145.14,3.69677825836571,60,0,2010-08-09 11:29:31
2010-08-09,"12:00:01",136.367391304348,4.84878240605371,46,14,2010-08-09 12:36:29
2010-08-09,"13:00:01",124.775,7.85671741088963,60,0,2010-08-09 13:29:31
2010-08-09,"14:00:01",124.331666666667,10.1335236842812,60,0,2010-08-09 14:29:31
2010-08-09,"15:00:01",119.333333333333,4.71228710049739,60,0,2010-08-09 15:29:31
2010-08-09,"16:00:01",112.131914893617,4.43690581486589,47,13,2010-08-09 16:36:01
2010-08-09,"17:00:01",115.085,4.66722524905577,60,0,2010-08-09 17:29:31
2010-08-09,"18:00:01",119.451666666667,4.41401818043097,60,0,2010-08-09 18:29:31
2010-08-09,"19:00:01",127.015555555556,6.96774893724833,45,15,2010-08-09 19:26:41
2010-08-09,"20:00:01",158.908510638298,7.4815666165535,47,13,2010-08-09 20:36:01
2010-08-09,"21:00:01",168.073333333333,3.80315955474787,60,0,2010-08-09 21:29:31
2010-08-09,"22:00:01",171.231666666667,3.90573206170791,60,0,2010-08-09 22:29:31
2010-08-09,"23:00:01",164.848333333333,6.93193278172801,60,0,2010-08-09 23:29:31
2010-08-10,"00:00:01",157.63829787234,5.34531705617939,47,13,2010-08-10 00:36:01
2010-08-10,"01:00:01",163.026666666667,5.69042808156051,60,0,2010-08-10 01:29:31
2010-08-10,"02:00:01",162.816666666667,6.58120504824197,60,0,2010-08-10 02:29:31
2010-08-10,"03:00:01",183.596666666667,10.4243679102228,60,0,2010-08-10 03:29:31
2010-08-10,"04:00:01",202.597872340426,6.72902503958402,47,13,2010-08-10 04:36:01
2010-08-10,"05:00:01",195.545,17.641682392196,60,0,2010-08-10 05:29:31
2010-08-10,"06:00:01",231.286666666667,19.7090486546169,60,0,2010-08-10 06:29:31
2010-08-10,"07:00:01",207.55,15.6445961862398,60,0,2010-08-10 07:29:31
2010-08-10,"08:00:01",181.106382978723,7.47091183118026,47,13,2010-08-10 08:36:01
2010-08-10,"09:00:01",163.585,7.83031538209355,60,0,2010-08-10 09:29:31
2010-08-10,"10:00:01",149.011666666667,3.45626876635928,60,0,2010-08-10 10:29:31
2010-08-10,"11:00:01",139.026666666667,3.93014713429092,60,0,2010-08-10 11:29:31
2010-08-10,"12:00:01",133.982978723404,5.12866281194893,47,13,2010-08-10 12:36:01
2010-08-10,"13:00:01",129.33,4.31380519428466,60,0,2010-08-10 13:29:31
2010-08-10,"14:00:01",122.811666666667,3.16967044571881,60,0,2010-08-10 14:29:31
2010-08-10,"15:00:01",126.061666666667,4.80998578759191,60,0,2010-08-10 15:29:31
2010-08-10,"16:00:01",129.36170212766,3.47578913101129,47,13,2010-08-10 16:36:01
2010-08-10,"17:00:01",99.6416666666667,12.4928222329717,60,0,2010-08-10 17:29:31
2010-08-10,"18:00:01",98.6222222222222,4.3668632849558,45,15,2010-08-10 18:26:41
2010-08-10,"19:00:01",101.338333333333,3.90380482227217,60,0,2010-08-10 19:29:31
2010-08-10,"20:00:01",117.423404255319,4.28217807064082,47,13,2010-08-10 20:36:01
2010-08-10,"21:00:01",123.998333333333,3.98520533748525,60,0,2010-08-10 21:29:31
2010-08-10,"22:00:01",127.158333333333,5.05429140255297,60,0,2010-08-10 22:29:31
2010-08-10,"23:00:01",135.636666666667,4.87810628256035,60,0,2010-08-10 23:29:31
2010-08-11,"00:00:01",148.029787234043,3.58880595945449,47,13,2010-08-11 00:36:01
2010-08-11,"01:00:01",152.723333333333,3.21333907681696,60,0,2010-08-11 01:29:31
2010-08-11,"02:00:01",150.615,5.97925297187658,60,0,2010-08-11 02:29:31
2010-08-11,"03:00:01",174.08,14.8855498124973,60,0,2010-08-11 03:29:31
2010-08-11,"04:00:01",198.404255319149,8.38660830669447,47,13,2010-08-11 04:36:01
2010-08-11,"05:00:01",189.676666666667,10.4627890546575,60,0,2010-08-11 05:29:31
2010-08-11,"06:00:01",180.425,9.60565908413775,60,0,2010-08-11 06:29:31
2010-08-11,"07:00:01",190.615,18.172812856535,60,0,2010-08-11 07:29:31
2010-08-11,"08:00:01",161.53829787234,10.1543426818602,47,13,2010-08-11 08:36:01
2010-08-11,"09:00:01",145.433333333333,4.59578534505835,60,0,2010-08-11 09:29:31
2010-08-11,"10:00:01",140.653333333333,6.45898314573093,60,0,2010-08-11 10:29:31
2010-08-11,"11:00:01",116.405,10.0984547399884,60,0,2010-08-11 11:29:31
2010-08-11,"12:00:01",107.56170212766,6.290107940993,47,13,2010-08-11 12:36:01
2010-08-11,"13:00:01",100.98,5.59748127376675,60,0,2010-08-11 13:29:31
2010-08-11,"14:00:01",97.7383333333333,4.04718322916019,60,0,2010-08-11 14:29:31
2010-08-11,"15:00:01",93.7266666666667,4.94264962451664,60,0,2010-08-11 15:29:31
2010-08-11,"16:00:01",95.2744680851064,4.97622469457679,47,13,2010-08-11 16:36:01
2010-08-11,"17:00:01",106.684444444444,15.4769616990656,45,15,2010-08-11 17:26:41
2010-08-11,"18:00:01",124.306666666667,4.02634824946734,60,0,2010-08-11 18:29:31
2010-08-11,"19:00:01",120.546666666667,3.53051907964699,60,0,2010-08-11 19:29:31
2010-08-11,"20:00:01",125.7375,3.45436048827836,48,12,2010-08-11 20:35:31
2010-08-11,"21:00:01",123.93,3.16914681348525,60,0,2010-08-11 21:29:31
2010-08-11,"22:00:01",118.945,5.61304246934867,60,0,2010-08-11 22:29:31
2010-08-11,"23:00:01",129.368333333333,4.44421130509045,60,0,2010-08-11 23:29:31
2010-08-12,"00:00:01",135.18085106383,4.16474010347701,47,13,2010-08-12 00:36:01
2010-08-12,"01:00:01",134.44,4.22415170503128,60,0,2010-08-12 01:29:31
2010-08-12,"02:00:01",135.406666666667,4.31771544530978,60,0,2010-08-12 02:29:31
2010-08-12,"03:00:01",158.27,14.0067453483754,60,0,2010-08-12 03:29:31
2010-08-12,"04:00:01",173.44347826087,4.50464709057525,46,14,2010-08-12 04:36:25
2010-08-12,"05:00:01",158.463333333333,7.79608695124755,60,0,2010-08-12 05:29:31
2010-08-12,"06:00:01",149.505,5.85544582100389,60,0,2010-08-12 06:29:31
2010-08-12,"07:00:01",148.341666666667,5.55564430249267,60,0,2010-08-12 07:29:31
2010-08-12,"08:00:01",137.331914893617,5.26762492404552,47,13,2010-08-12 08:36:01
2010-08-12,"09:00:01",127.773333333333,5.34887495430919,60,0,2010-08-12 09:29:31
2010-08-12,"10:00:01",125.847368421053,4.70822953136919,38,0,2010-08-12 10:35:54
2010-08-12,"11:00:01",121.983333333333,5.27697803436221,60,0,2010-08-12 11:29:31
2010-08-12,"12:00:01",110.944680851064,3.77985555915879,47,13,2010-08-12 12:36:01
2010-08-12,"13:00:01",104.363333333333,6.57986055868598,60,0,2010-08-12 13:29:31
2010-08-12,"14:00:01",99.6266666666667,9.36882436896419,60,0,2010-08-12 14:29:31
2010-08-12,"15:00:01",92.6433333333333,7.75937632184152,60,0,2010-08-12 15:29:31
2010-08-12,"16:00:01",94.1875,8.05684441549444,32,28,2010-08-12 16:35:04
2010-08-12,"17:00:01",91.635,4.07376163984898,60,0,2010-08-12 17:29:31
2010-08-12,"18:00:01",93.1283333333333,4.89237011178983,60,0,2010-08-12 18:29:31
2010-08-12,"19:00:01",106.251666666667,4.92652769618145,60,0,2010-08-12 19:29:31
2010-08-12,"20:00:01",117.395744680851,4.79097691076486,47,13,2010-08-12 20:36:01
2010-08-12,"21:00:01",136.251666666667,9.10869377352686,60,0,2010-08-12 21:29:31
2010-08-12,"22:00:01",149.395,3.09282521274808,60,0,2010-08-12 22:29:31
2010-08-12,"23:00:01",148.046666666667,3.11118630525218,60,0,2010-08-12 23:29:31
2010-08-13,"00:00:01",156.391304347826,3.90593998286692,46,14,2010-08-13 00:36:23
2010-08-13,"01:00:01",159.803333333333,4.22362069218016,60,0,2010-08-13 01:29:31
2010-08-13,"02:00:01",168.248333333333,3.6525585027237,60,0,2010-08-13 02:29:31
2010-08-13,"03:00:01",186.236666666667,14.480506670912,60,0,2010-08-13 03:29:31
2010-08-13,"04:00:01",207.875,7.79553882242369,48,12,2010-08-13 04:35:16
2010-08-13,"05:00:01",195.933333333333,11.4182973391086,60,0,2010-08-13 05:29:31
2010-08-13,"06:00:01",178.416666666667,4.14696812536199,60,0,2010-08-13 06:29:31
2010-08-13,"07:00:01",174.63,4.15363022761976,60,0,2010-08-13 07:29:31
2010-08-13,"08:00:01",165.942553191489,3.80849991471314,47,13,2010-08-13 08:36:01
2010-08-13,"09:00:01",161.08,9.3181943402524,60,0,2010-08-13 09:29:31
2010-08-13,"10:00:01",151.431666666667,3.77325519972608,60,0,2010-08-13 10:29:31
2010-08-13,"11:00:01",142.95,11.6092087936069,60,0,2010-08-13 11:29:31
2010-08-13,"12:00:01",129.776595744681,5.93816736353673,47,13,2010-08-13 12:36:01
2010-08-13,"13:00:01",113.68,3.58744515106007,60,0,2010-08-13 13:29:31
2010-08-13,"14:00:01",116.951666666667,4.58880331014624,60,0,2010-08-13 14:29:31
2010-08-13,"15:00:01",114.466666666667,6.86347380903233,45,15,2010-08-13 15:26:41
2010-08-13,"16:00:01",110.91914893617,4.95477978705465,47,13,2010-08-13 16:36:01
2010-08-13,"17:00:01",110.703333333333,4.82928800123476,60,0,2010-08-13 17:29:31
2010-08-13,"18:00:01",120.633333333333,4.33447616394637,60,0,2010-08-13 18:29:31
2010-08-13,"19:00:01",146.108333333333,9.05321914217027,60,0,2010-08-13 19:29:31
2010-08-13,"20:00:01",171.1,3.84317577011513,47,13,2010-08-13 20:36:01
2010-08-13,"21:00:01",171.685,4.96707208370744,60,0,2010-08-13 21:29:31
2010-08-13,"22:00:01",176.938333333333,4.90769342993834,60,0,2010-08-13 22:29:31
2010-08-13,"23:00:01",174.905,3.15763401020018,60,0,2010-08-13 23:29:31
2010-08-14,"00:00:01",177.268085106383,4.92028217567363,47,13,2010-08-14 00:36:01
2010-08-14,"01:00:01",176.123333333333,2.84630993147069,60,0,2010-08-14 01:29:31
2010-08-14,"02:00:01",170.948333333333,4.94054452727518,60,0,2010-08-14 02:29:31
2010-08-14,"03:00:01",190.49,13.1552747685971,60,0,2010-08-14 03:29:31
2010-08-14,"04:00:01",200.276595744681,3.62498652267105,47,13,2010-08-14 04:36:01
2010-08-14,"05:00:01",172.276666666667,15.4542448413314,60,0,2010-08-14 05:29:31
2010-08-14,"06:00:01",150.21,7.92673442497399,60,0,2010-08-14 06:29:31
2010-08-14,"07:00:01",138.751666666667,4.04757687154592,60,0,2010-08-14 07:29:31
2010-08-14,"08:00:01",129.46170212766,5.50800023647379,47,13,2010-08-14 08:36:01
2010-08-14,"09:00:01",134.598333333333,6.00320512321647,60,0,2010-08-14 09:29:31
2010-08-14,"10:00:01",143.755,5.71238396017587,60,0,2010-08-14 10:29:31
2010-08-14,"11:00:01",149.433333333333,4.11737396426192,60,0,2010-08-14 11:29:31
2010-08-14,"12:00:01",145.795744680851,3.8749450176637,47,13,2010-08-14 12:36:01
2010-08-14,"13:00:01",141.481666666667,5.44651938822655,60,0,2010-08-14 13:29:31
2010-08-14,"14:00:01",141.822222222222,4.10957246664247,45,15,2010-08-14 14:26:41
2010-08-14,"15:00:01",131.08,4.83703228808039,60,0,2010-08-14 15:29:31
2010-08-14,"16:00:01",128.353191489362,3.36560938753909,47,13,2010-08-14 16:36:01
2010-08-14,"17:00:01",133.82,3.79909891189646,60,0,2010-08-14 17:29:31
2010-08-14,"18:00:01",144.905263157895,5.71412476277087,57,3,2010-08-14 18:29:02
2010-08-14,"19:00:01",161.443333333333,5.53960674938692,60,0,2010-08-14 19:29:31
2010-08-14,"20:00:01",175.753191489362,4.73799861727685,47,13,2010-08-14 20:36:01
2010-08-14,"21:00:01",183.275,6.27928056442612,60,0,2010-08-14 21:29:31
2010-08-14,"22:00:01",186.31,4.21609908866285,60,0,2010-08-14 22:29:31
2010-08-14,"23:00:01",184.768333333333,5.32584016342282,60,0,2010-08-14 23:29:31
2010-08-15,"00:00:01",180.687234042553,4.76881249557438,47,13,2010-08-15 00:36:01
2010-08-15,"01:00:01",175.181666666667,4.74821970800428,60,0,2010-08-15 01:29:31
2010-08-15,"02:00:01",174.866666666667,4.89467599615589,60,0,2010-08-15 02:29:31
2010-08-15,"03:00:01",190.748333333333,11.7558711140314,60,0,2010-08-15 03:29:31
2010-08-15,"04:00:01",202.331914893617,4.56137404846289,47,13,2010-08-15 04:36:01
2010-08-15,"05:00:01",178.271666666667,12.1930946234816,60,0,2010-08-15 05:29:31
2010-08-15,"06:00:01",150.695,3.21001742431513,60,0,2010-08-15 06:29:31
2010-08-15,"07:00:01",139.486440677966,4.74317868199705,59,1,2010-08-15 07:29:01
2010-08-15,"08:00:01",132.676595744681,4.20451169505979,47,13,2010-08-15 08:36:01
2010-08-15,"09:00:01",132.186666666667,3.76479979734969,60,0,2010-08-15 09:29:31
2010-08-15,"10:00:01",133.393333333333,4.06564217900243,60,0,2010-08-15 10:29:31
2010-08-15,"11:00:01",136.04,4.34426175195413,60,0,2010-08-15 11:29:31
2010-08-15,"12:00:01",133.910638297872,3.82072347135832,47,13,2010-08-15 12:36:01
2010-08-15,"13:00:01",126.437777777778,6.88484134922806,45,15,2010-08-15 13:26:41
2010-08-15,"14:00:01",120.151666666667,3.08415808178607,60,0,2010-08-15 14:29:31
2010-08-15,"15:00:01",124.101666666667,3.54436729868994,60,0,2010-08-15 15:29:31
2010-08-15,"16:00:01",128.763829787234,3.26565963320781,47,13,2010-08-15 16:36:01
2010-08-15,"17:00:01",126.116666666667,4.67703247458916,60,0,2010-08-15 17:29:31
2010-08-15,"18:00:01",134.965,4.85972116797955,60,0,2010-08-15 18:29:31
2010-08-15,"19:00:01",145.015,8.52193232245332,60,0,2010-08-15 19:29:31
2010-08-15,"20:00:01",161.927659574468,4.28555217525216,47,13,2010-08-15 20:36:01
2010-08-15,"21:00:01",168.223333333333,4.89116694913328,60,0,2010-08-15 21:29:31
2010-08-15,"22:00:01",172.465,4.52251711074145,60,0,2010-08-15 22:29:31
2010-08-15,"23:00:01",174.2,3.86707089256657,60,0,2010-08-15 23:29:31
2010-08-16,"00:00:01",188.791489361702,4.17814342934619,47,13,2010-08-16 00:36:01
2010-08-16,"01:00:01",190.521666666667,4.22238151399391,60,0,2010-08-16 01:29:31
2010-08-16,"02:00:01",191.526666666667,3.63513302237972,60,0,2010-08-16 02:29:31
2010-08-16,"03:00:01",213.793333333333,15.9058018054245,60,0,2010-08-16 03:29:31
2010-08-16,"04:00:01",264.889361702128,13.0114704252516,47,13,2010-08-16 04:36:01
2010-08-16,"05:00:01",225.891666666667,22.083802574697,60,0,2010-08-16 05:29:31
2010-08-16,"06:00:01",191.163333333333,5.41882990267496,60,0,2010-08-16 06:29:31
2010-08-16,"07:00:01",177.675,8.8743130552956,60,0,2010-08-16 07:29:31
2010-08-16,"08:00:01",162.565957446809,7.17251022081636,47,13,2010-08-16 08:36:01
2010-08-16,"09:00:01",156.346666666667,6.2987883329476,60,0,2010-08-16 09:29:31
2010-08-16,"10:00:01",157.463333333333,7.71641364547175,60,0,2010-08-16 10:29:31
2010-08-16,"11:00:01",162.176666666667,7.48037809854389,60,0,2010-08-16 11:29:31
2010-08-16,"12:00:01",146.903125,8.64002256474801,32,28,2010-08-16 12:35:04
2010-08-16,"13:00:01",144.916666666667,4.37702656856466,60,0,2010-08-16 13:29:31
2010-08-16,"14:00:01",148.023333333333,14.6326934470085,60,0,2010-08-16 14:29:31
2010-08-16,"15:00:01",125.526666666667,10.4770429692032,60,0,2010-08-16 15:29:31
2010-08-16,"16:00:01",125.452083333333,10.0819195568282,48,12,2010-08-16 16:35:16
2010-08-16,"17:00:01",128.621666666667,5.49548633484764,60,0,2010-08-16 17:29:31
2010-08-16,"18:00:01",134.806666666667,6.58562550384063,60,0,2010-08-16 18:29:31
2010-08-16,"19:00:01",154.143333333333,7.92065240136675,60,0,2010-08-16 19:29:31
2010-08-16,"20:00:01",183.923404255319,6.37427618281199,47,13,2010-08-16 20:36:01
2010-08-16,"21:00:01",181.828333333333,5.44102718575805,60,0,2010-08-16 21:29:31
2010-08-16,"22:00:01",183.976666666667,5.41624570289461,60,0,2010-08-16 22:29:31
2010-08-16,"23:00:01",185.315,4.93186886570138,60,0,2010-08-16 23:29:31
2010-08-17,"00:00:01",202.51914893617,4.76977067618798,47,13,2010-08-17 00:36:01
2010-08-17,"01:00:01",203.265,6.03219680589789,60,0,2010-08-17 01:29:31
2010-08-17,"02:00:01",210.646666666667,5.36730423977064,60,0,2010-08-17 02:29:31
2010-08-17,"03:00:01",233.075,15.7859476772159,60,0,2010-08-17 03:29:31
2010-08-17,"04:00:01",254.495652173913,10.7826188639503,46,14,2010-08-17 04:36:31
2010-08-17,"05:00:01",249.35,17.0025870414386,60,0,2010-08-17 05:29:31
2010-08-17,"06:00:01",235.855,8.72653123856365,60,0,2010-08-17 06:29:31
2010-08-17,"07:00:01",240.743333333333,9.9528271542101,60,0,2010-08-17 07:29:31
2010-08-17,"08:00:01",216.472340425532,7.52276840021878,47,13,2010-08-17 08:36:01
2010-08-17,"09:00:01",204.598333333333,6.93933742909237,60,0,2010-08-17 09:29:31
2010-08-17,"10:00:01",194.26,6.27105808389026,60,0,2010-08-17 10:29:31
2010-08-17,"11:00:01",175.382222222222,7.31210978411495,45,15,2010-08-17 11:26:41
2010-08-17,"12:00:01",173.168085106383,6.85058253260828,47,13,2010-08-17 12:36:01
2010-08-17,"13:00:01",169.405,5.39134350099887,60,0,2010-08-17 13:29:31
2010-08-17,"14:00:01",190.816666666667,8.20647050759889,60,0,2010-08-17 14:29:31
2010-08-17,"15:00:01",147.306666666667,13.3436567379876,60,0,2010-08-17 15:29:31
2010-08-17,"16:00:01",143.451063829787,4.44560713026992,47,13,2010-08-17 16:36:01
2010-08-17,"17:00:01",146.106666666667,4.35313511285079,60,0,2010-08-17 17:29:31
2010-08-17,"18:00:01",154.806666666667,12.2139385042381,60,0,2010-08-17 18:29:31
2010-08-17,"19:00:01",195.048333333333,6.6855394586456,60,0,2010-08-17 19:29:31
2010-08-17,"20:00:01",196.265957446808,3.56305173275996,47,13,2010-08-17 20:36:01
2010-08-17,"21:00:01",200.933333333333,3.67624839474797,60,0,2010-08-17 21:29:31
2010-08-17,"22:00:01",196.548333333333,5.12555880927579,60,0,2010-08-17 22:29:31
2010-08-17,"23:00:01",191.731666666667,4.84104946132609,60,0,2010-08-17 23:29:31
2010-08-18,"00:00:01",204.097872340426,3.6190011450256,47,13,2010-08-18 00:36:01
2010-08-18,"01:00:01",208.128333333333,5.75994619992138,60,0,2010-08-18 01:29:31
2010-08-18,"02:00:01",206.811666666667,7.02501804489309,60,0,2010-08-18 02:29:31
2010-08-18,"03:00:01",216.641666666667,9.46678925877493,60,0,2010-08-18 03:29:31
2010-08-18,"04:00:01",229.289361702128,4.5556097307058,47,13,2010-08-18 04:36:01
2010-08-18,"05:00:01",208.293333333333,7.78646950450798,60,0,2010-08-18 05:29:31
2010-08-18,"06:00:01",181.351666666667,8.40299566572494,60,0,2010-08-18 06:29:31
2010-08-18,"07:00:01",178.103333333333,5.81572872174861,60,0,2010-08-18 07:29:31
2010-08-18,"08:00:01",173.268085106383,3.46316683316565,47,13,2010-08-18 08:36:01
2010-08-18,"09:00:01",175.213333333333,4.86817637755021,60,0,2010-08-18 09:29:31
2010-08-18,"10:00:01",171.08,6.93327287269676,45,15,2010-08-18 10:26:41
2010-08-18,"11:00:01",170.08,6.40168939567081,60,0,2010-08-18 11:29:31
2010-08-18,"12:00:01",158.764583333333,5.04926746670788,48,12,2010-08-18 12:35:16
2010-08-18,"13:00:01",148.245,6.53118788998122,60,0,2010-08-18 13:29:31
2010-08-18,"14:00:01",133.18,6.47471745342566,60,0,2010-08-18 14:29:31
2010-08-18,"15:00:01",124.175,4.27387114642817,60,0,2010-08-18 15:29:31
2010-08-18,"16:00:01",133.529787234043,5.34228069247815,47,13,2010-08-18 16:36:01
2010-08-18,"17:00:01",133.805,5.49531156100747,60,0,2010-08-18 17:29:31
2010-08-18,"18:00:01",157.138333333333,8.4086334097289,60,0,2010-08-18 18:29:31
2010-08-18,"19:00:01",164.837288135593,3.66153813096518,59,1,2010-08-18 19:29:01
2010-08-18,"20:00:01",186.557446808511,4.91040353786915,47,13,2010-08-18 20:36:01
2010-08-18,"21:00:01",191.735,3.83024648496584,60,0,2010-08-18 21:29:31
2010-08-18,"22:00:01",188.858333333333,4.64842935626928,60,0,2010-08-18 22:29:31
2010-08-18,"23:00:01",200.715,7.26246036192106,60,0,2010-08-18 23:29:31
2010-08-19,"00:00:01",220.817391304348,3.77178439043415,46,14,2010-08-19 00:36:28
2010-08-19,"01:00:01",220.905,4.71213453377626,60,0,2010-08-19 01:29:31
2010-08-19,"02:00:01",220.258333333333,4.71572528586552,60,0,2010-08-19 02:29:31
2010-08-19,"03:00:01",238.601666666667,16.5361903229093,60,0,2010-08-19 03:29:31
2010-08-19,"04:00:01",239.789361702128,7.50640984187205,47,13,2010-08-19 04:36:01
2010-08-19,"05:00:01",219.373333333333,13.0442904799109,60,0,2010-08-19 05:29:31
2010-08-19,"06:00:01",212.021666666667,5.3298994065194,60,0,2010-08-19 06:29:31
2010-08-19,"07:00:01",195.818333333333,5.97246483105527,60,0,2010-08-19 07:29:31
2010-08-19,"08:00:01",198.829787234043,5.53914586468602,47,13,2010-08-19 08:36:01
2010-08-19,"09:00:01",183.88,5.82844123867842,45,15,2010-08-19 09:26:41
2010-08-19,"10:00:01",182.72,13.7814761453831,60,0,2010-08-19 10:29:31
2010-08-19,"11:00:01",173.108333333333,6.6320048779057,60,0,2010-08-19 11:29:31
2010-08-19,"12:00:01",158.770833333333,4.56274890129096,24,13,2010-08-19 12:44:40
2010-08-19,"13:00:01",152.855,3.53416377086886,60,0,2010-08-19 13:29:31
2010-08-19,"14:00:01",136.635,7.329828194162,60,0,2010-08-19 14:29:31
2010-08-19,"15:00:01",133.213333333333,6.05971601579566,60,0,2010-08-19 15:29:31
2010-08-19,"16:00:01",130.227659574468,5.86869743816476,47,13,2010-08-19 16:36:01
2010-08-19,"17:00:01",130.565,5.85843806915883,60,0,2010-08-19 17:29:31
2010-08-19,"18:00:01",152.008333333333,11.0813064711407,60,0,2010-08-19 18:29:31
2010-08-19,"19:00:01",149.333333333333,13.9333968587204,60,0,2010-08-19 19:29:31
2010-08-19,"20:00:01",174.825531914894,7.3387733865825,47,13,2010-08-19 20:36:01
2010-08-19,"21:00:01",187.351666666667,5.25858431895391,60,0,2010-08-19 21:29:31
2010-08-19,"22:00:01",196.615,4.94017858045432,60,0,2010-08-19 22:29:31
2010-08-19,"23:00:01",197.716666666667,6.55757206688797,60,0,2010-08-19 23:29:31
2010-08-20,"00:00:01",213.808510638298,4.96613881099811,47,13,2010-08-20 00:36:01
2010-08-20,"01:00:01",237.438333333333,5.29634001118926,60,0,2010-08-20 01:29:31
2010-08-20,"02:00:01",240.928333333333,8.43077678361497,60,0,2010-08-20 02:29:31
2010-08-20,"03:00:01",242.828333333333,14.014448859522,60,0,2010-08-20 03:29:31
2010-08-20,"04:00:01",253.712765957447,6.01142452267842,47,13,2010-08-20 04:36:01
2010-08-20,"05:00:01",307.483333333333,38.0625896972773,60,0,2010-08-20 05:29:31
2010-08-20,"06:00:01",320.12,35.9054162384206,60,0,2010-08-20 06:29:31
2010-08-20,"07:00:01",270.871666666667,45.890662584336,60,0,2010-08-20 07:29:31
2010-08-20,"08:00:01",231.0625,12.5825467958982,32,28,2010-08-20 08:35:04
2010-08-20,"09:00:01",207.97,9.08627760295524,60,0,2010-08-20 09:29:31
2010-08-20,"10:00:01",193.58,7.42889000993157,60,0,2010-08-20 10:29:31
2010-08-20,"11:00:01",184.238333333333,7.28625573246438,60,0,2010-08-20 11:29:31
2010-08-20,"12:00:01",164.997916666667,8.34328598930246,48,12,2010-08-20 12:35:31
2010-08-20,"13:00:01",159.175,8.35018775796211,60,0,2010-08-20 13:29:31
2010-08-20,"14:00:01",140.748333333333,7.56751513448995,60,0,2010-08-20 14:29:31
2010-08-20,"15:00:01",131.113333333333,7.65662373410433,60,0,2010-08-20 15:29:31
2010-08-20,"16:00:01",123.014893617021,20.7488499285624,47,13,2010-08-20 16:36:01
2010-08-20,"17:00:01",128.006666666667,6.55197904289468,60,0,2010-08-20 17:29:31
2010-08-20,"18:00:01",143.805,8.20383178351455,60,0,2010-08-20 18:29:31
2010-08-20,"19:00:01",154.303333333333,5.25772931160632,60,0,2010-08-20 19:29:31
