"DATE","TIME","C0ppb","CO_sd","Number","Other","Center"
2010-09-08,"04:00:01",170.372340425532,5.6993020979178,47,13,2010-09-08 04:36:01
2010-09-08,"05:00:01",154.073333333333,10.9543717248871,60,0,2010-09-08 05:29:31
2010-09-08,"06:00:01",142.896666666667,14.0442878993159,60,0,2010-09-08 06:29:31
2010-09-08,"07:00:01",133.535,11.165197516982,60,0,2010-09-08 07:29:31
2010-09-08,"08:00:01",130.731914893617,3.55785147568504,47,13,2010-09-08 08:36:01
2010-09-08,"09:00:01",129.398333333333,4.11732559515241,60,0,2010-09-08 09:29:31
2010-09-08,"10:00:01",123.22,3.69249353074264,60,0,2010-09-08 10:29:31
2010-09-08,"11:00:01",121.505,4.50319754569941,60,0,2010-09-08 11:29:31
2010-09-08,"12:00:01",120.015625,5.51771980575661,32,28,2010-09-08 12:35:04
2010-09-08,"13:00:01",119.226666666667,3.72958245796154,60,0,2010-09-08 13:29:31
2010-09-08,"14:00:01",117.735,6.46484168144137,60,0,2010-09-08 14:29:31
2010-09-08,"15:00:01",113.911666666667,4.01438479853818,60,0,2010-09-08 15:29:31
2010-09-08,"16:00:01",106.642553191489,4.76361867750955,47,13,2010-09-08 16:36:01
2010-09-08,"17:00:01",117.548333333333,6.2229888635189,60,0,2010-09-08 17:29:31
2010-09-08,"18:00:01",132.34,5.60520944134614,60,0,2010-09-08 18:29:31
2010-09-08,"19:00:01",136.725,4.91026682971334,60,0,2010-09-08 19:29:31
2010-09-08,"20:00:01",147.895744680851,3.74937429254121,47,13,2010-09-08 20:36:01
2010-09-08,"21:00:01",143.751666666667,4.05565065801864,60,0,2010-09-08 21:29:31
2010-09-08,"22:00:01",142.87,3.76168462081029,60,0,2010-09-08 22:29:31
2010-09-08,"23:00:01",143.438333333333,5.09666197396258,60,0,2010-09-08 23:29:31
2010-09-09,"00:00:01",154.374468085106,4.74879701403219,47,13,2010-09-09 00:36:01
2010-09-09,"01:00:01",156.21,3.61516110713042,60,0,2010-09-09 01:29:31
2010-09-09,"02:00:01",165.43,4.8468861225271,60,0,2010-09-09 02:29:31
2010-09-09,"03:00:01",182.858333333333,18.5817870705286,60,0,2010-09-09 03:29:31
2010-09-09,"04:00:01",201.991489361702,4.95000350404944,47,13,2010-09-09 04:36:01
2010-09-09,"05:00:01",202.333333333333,17.2058195384207,60,0,2010-09-09 05:29:31
2010-09-09,"06:00:01",208.983333333333,54.4521066709448,60,0,2010-09-09 06:29:31
2010-09-09,"07:00:01",200.71,19.1381126533471,60,0,2010-09-09 07:29:31
2010-09-09,"08:00:01",155.240425531915,6.73794122777122,47,13,2010-09-09 08:36:01
2010-09-09,"09:00:01",148.966666666667,16.5805140549889,60,0,2010-09-09 09:29:31
2010-09-09,"10:00:01",137.145,6.01688091391241,60,0,2010-09-09 10:29:31
2010-09-09,"11:00:01",130.888888888889,4.30217821268917,45,15,2010-09-09 11:26:41
2010-09-09,"12:00:01",129.204166666667,4.69911527813089,48,12,2010-09-09 12:35:31
2010-09-09,"13:00:01",125.79,3.30606530434748,60,0,2010-09-09 13:29:31
2010-09-09,"14:00:01",123.648333333333,8.70699098945184,60,0,2010-09-09 14:29:31
2010-09-09,"15:00:01",118.421666666667,4.37427346671215,60,0,2010-09-09 15:29:31
2010-09-09,"16:00:01",119.755319148936,3.60927600295335,47,13,2010-09-09 16:36:01
2010-09-09,"17:00:01",125.625,6.57740418118819,60,0,2010-09-09 17:29:31
2010-09-09,"18:00:01",146.753333333333,5.5345897423223,60,0,2010-09-09 18:29:31
2010-09-09,"19:00:01",159.025,5.25191248458718,60,0,2010-09-09 19:29:31
2010-09-09,"20:00:01",168.748936170213,5.06753830728858,47,13,2010-09-09 20:36:01
2010-09-09,"21:00:01",169.078333333333,4.65352396692383,60,0,2010-09-09 21:29:31
2010-09-09,"22:00:01",171.85,4.85419615786003,60,0,2010-09-09 22:29:31
2010-09-09,"23:00:01",171.871666666667,7.37832583249043,60,0,2010-09-09 23:29:31
2010-09-10,"00:00:01",173.589361702128,3.53941987647406,47,13,2010-09-10 00:36:01
2010-09-10,"01:00:01",184.633333333333,7.69366163660263,60,0,2010-09-10 01:29:31
2010-09-10,"02:00:01",173.295,5.88662445359199,60,0,2010-09-10 02:29:31
2010-09-10,"03:00:01",198.525,12.3062699328845,60,0,2010-09-10 03:29:31
2010-09-10,"04:00:01",226.057446808511,24.5217183655708,47,13,2010-09-10 04:36:01
2010-09-10,"05:00:01",256.393333333333,51.7839608263993,60,0,2010-09-10 05:29:31
2010-09-10,"06:00:01",272.228333333333,25.2705166968207,60,0,2010-09-10 06:29:31
2010-09-10,"07:00:01",239.22,19.4548917642664,60,0,2010-09-10 07:29:31
2010-09-10,"08:00:01",196.446808510638,19.3251227687627,47,13,2010-09-10 08:36:01
2010-09-10,"09:00:01",175.388333333333,4.78957524979474,60,0,2010-09-10 09:29:31
2010-09-10,"10:00:01",168.962222222222,9.8798759858082,45,15,2010-09-10 10:26:41
2010-09-10,"11:00:01",162.11,6.72326343277137,60,0,2010-09-10 11:29:31
2010-09-10,"12:00:01",151.463829787234,4.60323258496324,47,13,2010-09-10 12:36:01
2010-09-10,"13:00:01",142.801666666667,5.5445955260977,60,0,2010-09-10 13:29:31
2010-09-10,"14:00:01",145.805,4.30527563636578,60,0,2010-09-10 14:29:31
2010-09-10,"15:00:01",140.603333333333,3.71834511516618,60,0,2010-09-10 15:29:31
2010-09-10,"16:00:01",135.595744680851,5.39508461660719,47,13,2010-09-10 16:36:01
2010-09-10,"17:00:01",131.67,5.48020474688643,60,0,2010-09-10 17:29:31
2010-09-10,"18:00:01",136.338333333333,5.99381295881934,60,0,2010-09-10 18:29:31
2010-09-10,"19:00:01",145.991666666667,4.79021926063638,60,0,2010-09-10 19:29:31
2010-09-10,"20:00:01",157.576595744681,4.57052050912468,47,13,2010-09-10 20:36:01
2010-09-10,"21:00:01",158.913333333333,4.82604047503403,60,0,2010-09-10 21:29:31
2010-09-10,"22:00:01",164.86,7.30966854496755,60,0,2010-09-10 22:29:31
2010-09-10,"23:00:01",264.21,31.2960207575059,60,0,2010-09-10 23:29:31
2010-09-11,"00:00:01",251.187234042553,16.5725102008439,47,13,2010-09-11 00:36:01
2010-09-11,"01:00:01",242.225,16.7636170301103,60,0,2010-09-11 01:29:31
2010-09-11,"02:00:01",264.465,17.7662012478656,60,0,2010-09-11 02:29:31
2010-09-11,"03:00:01",248.45,7.67515251325307,60,0,2010-09-11 03:29:31
2010-09-11,"04:00:01",265.059574468085,7.53177788280135,47,13,2010-09-11 04:36:01
2010-09-11,"05:00:01",246.701666666667,18.9598817459184,60,0,2010-09-11 05:29:31
2010-09-11,"06:00:01",231.421666666667,15.6892070390483,60,0,2010-09-11 06:29:31
2010-09-11,"07:00:01",233.783333333333,25.0450520616021,60,0,2010-09-11 07:29:31
2010-09-11,"08:00:01",222.897872340426,14.3105690550376,47,13,2010-09-11 08:36:01
2010-09-11,"09:00:01",213.84,9.08258573515074,45,15,2010-09-11 09:26:41
2010-09-11,"10:00:01",202.933333333333,17.9447803342069,60,0,2010-09-11 10:29:31
2010-09-11,"11:00:01",155.768333333333,5.02466768162179,60,0,2010-09-11 11:29:31
2010-09-11,"12:00:01",151.648936170213,4.23114088532743,47,13,2010-09-11 12:36:01
2010-09-11,"13:00:01",149.62,3.53379807198421,60,0,2010-09-11 13:29:31
2010-09-11,"14:00:01",150.131666666667,3.21845797726371,60,0,2010-09-11 14:29:31
2010-09-11,"15:00:01",155.273333333333,5.69929721110989,60,0,2010-09-11 15:29:31
2010-09-11,"16:00:01",150.2,3.51495286128012,48,12,2010-09-11 16:35:16
2010-09-11,"17:00:01",158.656666666667,5.66141764203226,60,0,2010-09-11 17:29:31
2010-09-11,"18:00:01",162.785,6.12197555906284,60,0,2010-09-11 18:29:31
2010-09-11,"19:00:01",177.595,5.05892147010388,60,0,2010-09-11 19:29:31
2010-09-11,"20:00:01",181.4625,5.67085212554403,48,12,2010-09-11 20:35:31
2010-09-11,"21:00:01",187.198333333333,6.43382195679609,60,0,2010-09-11 21:29:31
2010-09-11,"22:00:01",195.411666666667,5.55707189287658,60,0,2010-09-11 22:29:31
2010-09-11,"23:00:01",192.048333333333,5.62565225345792,60,0,2010-09-11 23:29:31
2010-09-12,"00:00:01",190.731914893617,5.99268054934622,47,13,2010-09-12 00:36:01
2010-09-12,"01:00:01",199.25,8.78447204745638,60,0,2010-09-12 01:29:31
2010-09-12,"02:00:01",202.043333333333,7.06532153278122,60,0,2010-09-12 02:29:31
2010-09-12,"03:00:01",231.13,20.80694391914,60,0,2010-09-12 03:29:31
2010-09-12,"04:00:01",271.974468085106,8.84166195485664,47,13,2010-09-12 04:36:01
2010-09-12,"05:00:01",251.896666666667,14.9918505168943,60,0,2010-09-12 05:29:31
2010-09-12,"06:00:01",239.77,10.7606202959003,60,0,2010-09-12 06:29:31
2010-09-12,"07:00:01",238.356666666667,9.09671884721688,60,0,2010-09-12 07:29:31
2010-09-12,"08:00:01",221.025,6.96104367406627,32,28,2010-09-12 08:35:04
2010-09-12,"09:00:01",199.005,8.58858969105848,60,0,2010-09-12 09:29:31
2010-09-12,"10:00:01",186.843333333333,4.64398158606937,60,0,2010-09-12 10:29:31
2010-09-12,"11:00:01",183.473333333333,4.1907430944423,60,0,2010-09-12 11:29:31
2010-09-12,"12:00:01",170.656818181818,6.01634972879707,44,16,2010-09-12 12:35:50
2010-09-12,"13:00:01",161.456666666667,4.45449179762869,60,0,2010-09-12 13:29:31
2010-09-12,"14:00:01",152.985,8.64401085890188,60,0,2010-09-12 14:29:31
2010-09-12,"15:00:01",136.135,6.64021709365345,60,0,2010-09-12 15:29:31
2010-09-12,"16:00:01",123.314583333333,4.71498243869085,48,12,2010-09-12 16:35:31
2010-09-12,"17:00:01",128.06,5.58840203350972,60,0,2010-09-12 17:29:31
2010-09-12,"18:00:01",144.128333333333,8.59442254430491,60,0,2010-09-12 18:29:31
2010-09-12,"19:00:01",161.638333333333,6.02193987739878,60,0,2010-09-12 19:29:31
2010-09-12,"20:00:01",177.389361702128,5.47465440809432,47,13,2010-09-12 20:36:01
2010-09-12,"21:00:01",179.221666666667,3.66717420729731,60,0,2010-09-12 21:29:31
2010-09-12,"22:00:01",187.891666666667,4.94951775314531,60,0,2010-09-12 22:29:31
2010-09-12,"23:00:01",196.773333333333,4.77368729552746,60,0,2010-09-12 23:29:31
2010-09-13,"00:00:01",208.106382978723,2.85317551962562,47,13,2010-09-13 00:36:01
2010-09-13,"01:00:01",209.201666666667,5.45662376729907,60,0,2010-09-13 01:29:31
2010-09-13,"02:00:01",207.618333333333,5.04100110001927,60,0,2010-09-13 02:29:31
2010-09-13,"03:00:01",224.856666666667,17.8937198211984,60,0,2010-09-13 03:29:31
2010-09-13,"04:00:01",239.685106382979,7.64013938876386,47,13,2010-09-13 04:36:01
2010-09-13,"05:00:01",237.566666666667,10.7010638892393,60,0,2010-09-13 05:29:31
2010-09-13,"06:00:01",238.08,11.580093966423,60,0,2010-09-13 06:29:31
2010-09-13,"07:00:01",253.926666666667,22.4648047965135,45,15,2010-09-13 07:26:41
2010-09-13,"08:00:01",223.417021276596,6.77217193176979,47,13,2010-09-13 08:36:01
2010-09-13,"09:00:01",200.508333333333,10.0274587697248,60,0,2010-09-13 09:29:31
2010-09-13,"10:00:01",195.376666666667,26.7193915912329,60,0,2010-09-13 10:29:31
2010-09-13,"11:00:01",184.365,7.20877114048797,60,0,2010-09-13 11:29:31
2010-09-13,"12:00:01",158.912765957447,6.17215405360435,47,13,2010-09-13 12:36:01
2010-09-13,"13:00:01",158.523333333333,6.32694980107403,60,0,2010-09-13 13:29:31
2010-09-13,"14:00:01",141.93,20.6677698812525,60,0,2010-09-13 14:29:31
2010-09-13,"15:00:01",124.47,8.62509739566724,60,0,2010-09-13 15:29:31
2010-09-13,"16:00:01",150.406382978723,6.66301943094085,47,13,2010-09-13 16:36:01
2010-09-13,"17:00:01",170.365,7.81198177942281,60,0,2010-09-13 17:29:31
2010-09-13,"18:00:01",180.973333333333,4.21353214148707,60,0,2010-09-13 18:29:31
2010-09-13,"19:00:01",187.541666666667,3.9008600384464,60,0,2010-09-13 19:29:31
2010-09-13,"20:00:01",184.691489361702,7.44968134093037,47,13,2010-09-13 20:36:01
2010-09-13,"21:00:01",189.33,9.43756108971136,60,0,2010-09-13 21:29:31
2010-09-13,"22:00:01",201.6,8.37524601207104,60,0,2010-09-13 22:29:31
2010-09-13,"23:00:01",188.765,6.13088389126197,60,0,2010-09-13 23:29:31
2010-09-14,"00:00:01",198.327659574468,4.17324303711257,47,13,2010-09-14 00:36:01
2010-09-14,"01:00:01",200.966666666667,4.49393816445984,60,0,2010-09-14 01:29:31
2010-09-14,"02:00:01",199.058333333333,4.46983454995314,60,0,2010-09-14 02:29:31
2010-09-14,"03:00:01",220.275,9.50478247149867,60,0,2010-09-14 03:29:31
2010-09-14,"04:00:01",237.383333333333,6.61675286222149,48,12,2010-09-14 04:35:16
2010-09-14,"05:00:01",235.508474576271,10.6467137253805,59,1,2010-09-14 05:29:23
2010-09-14,"06:00:01",221.951111111111,7.29357195886844,45,15,2010-09-14 06:26:41
2010-09-14,"07:00:01",236.641666666667,13.0972541004499,60,0,2010-09-14 07:29:31
2010-09-14,"08:00:01",223.534693877551,20.0342472512738,49,11,2010-09-14 08:34:47
2010-09-14,"09:00:01",182.721666666667,7.14287820416588,60,0,2010-09-14 09:29:31
2010-09-14,"10:00:01",164.086666666667,4.67965182924305,60,0,2010-09-14 10:29:31
2010-09-14,"11:00:01",155.691666666667,7.0001281263496,60,0,2010-09-14 11:29:31
2010-09-14,"12:00:01",140.270212765957,5.31286031590849,47,11,2010-09-14 12:36:01
2010-09-14,"13:00:01",129.023333333333,6.44839663862572,60,0,2010-09-14 13:29:31
2010-09-14,"14:00:01",111.278333333333,9.25955469271307,60,0,2010-09-14 14:29:31
2010-09-14,"15:00:01",97.375,4.26330917067315,60,0,2010-09-14 15:29:31
2010-09-14,"16:00:01",114.542553191489,6.93976395666906,47,13,2010-09-14 16:36:01
2010-09-14,"17:00:01",116.591666666667,5.86463956054771,60,0,2010-09-14 17:29:31
2010-09-14,"18:00:01",136.766666666667,9.74970954224751,60,0,2010-09-14 18:29:31
2010-09-14,"19:00:01",158.215,8.52573024855856,60,0,2010-09-14 19:29:31
2010-09-14,"20:00:01",177.089361702128,6.17647127491141,47,13,2010-09-14 20:36:01
2010-09-14,"21:00:01",183.433333333333,6.82541776623349,60,0,2010-09-14 21:29:31
2010-09-14,"22:00:01",190.751666666667,5.57161363799335,60,0,2010-09-14 22:29:31
2010-09-14,"23:00:01",194.46,8.03461156813741,60,0,2010-09-14 23:29:31
2010-09-15,"00:00:01",207.004255319149,3.57509242488058,47,13,2010-09-15 00:36:01
2010-09-15,"01:00:01",205.296666666667,3.05308772110602,60,0,2010-09-15 01:29:31
2010-09-15,"02:00:01",211.173333333333,5.61737216645801,60,0,2010-09-15 02:29:31
2010-09-15,"03:00:01",228.903333333333,15.8709730423416,60,0,2010-09-15 03:29:31
2010-09-15,"04:00:01",247.182978723404,4.24905714088361,47,13,2010-09-15 04:36:01
2010-09-15,"05:00:01",243.924444444444,12.3763549406181,45,15,2010-09-15 05:26:41
2010-09-15,"06:00:01",324.955,32.4392178686879,60,0,2010-09-15 06:29:31
2010-09-15,"07:00:01",290.415,20.1197501837778,60,0,2010-09-15 07:29:31
2010-09-15,"08:00:01",269.3,15.0921661222261,47,13,2010-09-15 08:36:01
2010-09-15,"09:00:01",195.583333333333,24.594867637869,60,0,2010-09-15 09:29:31
2010-09-15,"10:00:01",166.46,4.38449502339431,60,0,2010-09-15 10:29:31
2010-09-15,"11:00:01",157.846666666667,8.3367364802567,60,0,2010-09-15 11:29:31
2010-09-15,"12:00:01",140.329787234043,7.13213532552297,47,13,2010-09-15 12:36:01
2010-09-15,"13:00:01",131.485,4.630108722229,60,0,2010-09-15 13:29:31
2010-09-15,"14:00:01",117.623333333333,6.10155208558505,60,0,2010-09-15 14:29:31
2010-09-15,"15:00:01",110.65,3.53594136771698,60,0,2010-09-15 15:29:31
2010-09-15,"16:00:01",116.4,4.93038493955329,47,13,2010-09-15 16:36:01
2010-09-15,"17:00:01",134.77,11.0207400778898,60,0,2010-09-15 17:29:31
2010-09-15,"18:00:01",161.716666666667,4.76467106897005,60,0,2010-09-15 18:29:31
2010-09-15,"19:00:01",164.973333333333,4.11243944540104,60,0,2010-09-15 19:29:31
2010-09-15,"20:00:01",176.391489361702,5.26088229446247,47,13,2010-09-15 20:36:01
2010-09-15,"21:00:01",185.591666666667,4.73573832829943,60,0,2010-09-15 21:29:31
2010-09-15,"22:00:01",191.958333333333,3.74606196237979,60,0,2010-09-15 22:29:31
2010-09-15,"23:00:01",183.036666666667,11.0150277420528,60,0,2010-09-15 23:29:31
2010-09-16,"00:00:01",192.61914893617,5.63759269847136,47,13,2010-09-16 00:36:01
2010-09-16,"01:00:01",181.753333333333,5.07260728154352,60,0,2010-09-16 01:29:31
2010-09-16,"02:00:01",183.455,6.61058280976388,60,0,2010-09-16 02:29:31
2010-09-16,"03:00:01",201.06,9.44429161281018,60,0,2010-09-16 03:29:31
2010-09-16,"04:00:01",206.15,21.8622225355417,32,28,2010-09-16 04:35:04
2010-09-16,"05:00:01",184.461666666667,5.81820904550319,60,0,2010-09-16 05:29:31
2010-09-16,"06:00:01",169.458333333333,5.57954167568757,60,0,2010-09-16 06:29:31
2010-09-16,"07:00:01",174.005,7.84386676089745,60,0,2010-09-16 07:29:31
2010-09-16,"08:00:01",154.202127659574,7.03276460457399,47,13,2010-09-16 08:36:01
2010-09-16,"09:00:01",137.108333333333,5.3315591151998,60,0,2010-09-16 09:29:31
2010-09-16,"10:00:01",141.233333333333,5.5711017888065,60,0,2010-09-16 10:29:31
2010-09-16,"11:00:01",148.335,5.0523303903131,60,0,2010-09-16 11:29:31
2010-09-16,"12:00:01",135.272340425532,7.75417705463543,47,13,2010-09-16 12:36:01
2010-09-16,"13:00:01",127.573333333333,4.56010209024385,60,0,2010-09-16 13:29:31
2010-09-16,"14:00:01",125.503333333333,4.95874391786245,60,0,2010-09-16 14:29:31
2010-09-16,"15:00:01",130.991666666667,4.90766580115427,60,0,2010-09-16 15:29:31
2010-09-16,"16:00:01",123.744680851064,3.19066631385428,47,13,2010-09-16 16:36:01
2010-09-16,"17:00:01",121.453333333333,4.72463671517668,60,0,2010-09-16 17:29:31
2010-09-16,"18:00:01",113.901666666667,3.73265442273297,60,0,2010-09-16 18:29:31
2010-09-16,"19:00:01",129.041666666667,6.17107225434621,60,0,2010-09-16 19:29:31
2010-09-16,"20:00:01",142.482978723404,7.67651186494106,47,13,2010-09-16 20:36:01
2010-09-16,"21:00:01",142.473333333333,5.11789372283092,60,0,2010-09-16 21:29:31
2010-09-16,"22:00:01",140.033333333333,4.77960592186862,60,0,2010-09-16 22:29:31
2010-09-16,"23:00:01",143.659322033898,3.7017292624444,59,1,2010-09-16 23:29:01
2010-09-17,"00:00:01",157.144680851064,3.60101486363269,47,13,2010-09-17 00:36:01
2010-09-17,"01:00:01",162.19,6.44298856858487,60,0,2010-09-17 01:29:31
2010-09-17,"02:00:01",162.618333333333,5.86513662957785,60,0,2010-09-17 02:29:31
2010-09-17,"03:00:01",178.364444444444,15.2624636929887,45,15,2010-09-17 03:26:41
2010-09-17,"04:00:01",201.521276595745,5.0350051237059,47,13,2010-09-17 04:36:01
2010-09-17,"05:00:01",198.163333333333,8.44591901586789,60,0,2010-09-17 05:29:31
2010-09-17,"06:00:01",271.441666666667,18.8118182441176,60,0,2010-09-17 06:29:31
2010-09-17,"07:00:01",258.631666666667,13.4103993502976,60,0,2010-09-17 07:29:31
2010-09-17,"08:00:01",174.985106382979,21.1648496407256,47,13,2010-09-17 08:36:01
2010-09-17,"09:00:01",127.968333333333,12.2066179836542,60,0,2010-09-17 09:29:31
2010-09-17,"10:00:01",118.643333333333,4.24976037875504,60,0,2010-09-17 10:29:31
2010-09-17,"11:00:01",114.788333333333,7.15103623323498,60,0,2010-09-17 11:29:31
2010-09-17,"12:00:01",101.876595744681,3.44965107031682,47,13,2010-09-17 12:36:01
2010-09-17,"13:00:01",101.64,4.24664174397781,60,0,2010-09-17 13:29:31
2010-09-17,"14:00:01",96.555,6.80016014268059,60,0,2010-09-17 14:29:31
2010-09-17,"15:00:01",94.1333333333333,9.94516604605553,60,0,2010-09-17 15:29:31
2010-09-17,"16:00:01",94.8914893617021,3.5663176592423,47,13,2010-09-17 16:36:01
2010-09-17,"17:00:01",100.848333333333,5.86666803094488,60,0,2010-09-17 17:29:31
2010-09-17,"18:00:01",110.641666666667,8.0767565999689,60,0,2010-09-17 18:29:31
2010-09-17,"19:00:01",130.743333333333,8.52562173619617,60,0,2010-09-17 19:29:31
2010-09-17,"20:00:01",147.908510638298,3.29266838975387,47,13,2010-09-17 20:36:01
2010-09-17,"21:00:01",153.151666666667,5.64904346685308,60,0,2010-09-17 21:29:31
2010-09-17,"22:00:01",149.371666666667,4.85288981412339,60,0,2010-09-17 22:29:31
2010-09-17,"23:00:01",149.923333333333,4.30271363592423,60,0,2010-09-17 23:29:31
2010-09-18,"00:00:01",157.427659574468,3.62675457553393,47,13,2010-09-18 00:36:01
2010-09-18,"01:00:01",157.268333333333,4.5498553400981,60,0,2010-09-18 01:29:31
2010-09-18,"02:00:01",151.268888888889,7.1844472875986,45,15,2010-09-18 02:26:41
2010-09-18,"03:00:01",164.526666666667,17.3375449033834,60,0,2010-09-18 03:29:31
2010-09-18,"04:00:01",179.204255319149,4.45347726607894,47,13,2010-09-18 04:36:01
2010-09-18,"05:00:01",154.985,13.1846061368192,60,0,2010-09-18 05:29:31
2010-09-18,"06:00:01",138.638333333333,5.52694759496724,60,0,2010-09-18 06:29:31
2010-09-18,"07:00:01",130.51186440678,9.60763139107734,59,1,2010-09-18 07:29:01
2010-09-18,"08:00:01",113.687234042553,4.91442495292647,47,13,2010-09-18 08:36:01
2010-09-18,"09:00:01",115.15,7.73235552945532,60,0,2010-09-18 09:29:31
2010-09-18,"10:00:01",123.29,6.02831454647039,60,0,2010-09-18 10:29:31
2010-09-18,"11:00:01",131.588333333333,5.75932822314555,60,0,2010-09-18 11:29:31
2010-09-18,"12:00:01",124.329787234043,4.75138034376726,47,13,2010-09-18 12:36:01
2010-09-18,"13:00:01",114.69,6.35689136265598,60,0,2010-09-18 13:29:31
2010-09-18,"14:00:01",106.331666666667,5.47222545336259,60,0,2010-09-18 14:29:31
2010-09-18,"15:00:01",95.9783333333333,3.33116214599918,60,0,2010-09-18 15:29:31
2010-09-18,"16:00:01",99.5489361702128,5.24673282771311,47,13,2010-09-18 16:36:01
2010-09-18,"17:00:01",101.811666666667,3.74093669348103,60,0,2010-09-18 17:29:31
2010-09-18,"18:00:01",110.656666666667,6.42398489419955,60,0,2010-09-18 18:29:31
2010-09-18,"19:00:01",121.671666666667,2.63992113818182,60,0,2010-09-18 19:29:31
2010-09-18,"20:00:01",133.858695652174,4.81883231992318,46,14,2010-09-18 20:36:31
2010-09-18,"21:00:01",133.965,5.51281480902851,60,0,2010-09-18 21:29:31
2010-09-18,"22:00:01",121.98,5.99496398824372,60,0,2010-09-18 22:29:31
2010-09-18,"23:00:01",119.498333333333,4.68746947259363,60,0,2010-09-18 23:29:31
2010-09-19,"00:00:01",132.574468085106,4.47006799311708,47,13,2010-09-19 00:36:01
2010-09-19,"01:00:01",137.588888888889,6.89980968848951,45,15,2010-09-19 01:26:41
2010-09-19,"02:00:01",133.915,8.4916873610189,60,0,2010-09-19 02:29:31
2010-09-19,"03:00:01",147.066666666667,9.7322052592945,60,0,2010-09-19 03:29:31
2010-09-19,"04:00:01",155.897872340426,5.10206647655387,47,13,2010-09-19 04:36:01
2010-09-19,"05:00:01",132.94,11.6375808540948,60,0,2010-09-19 05:29:31
2010-09-19,"06:00:01",116.681666666667,4.9986266475485,60,0,2010-09-19 06:29:31
2010-09-19,"07:00:01",106.578333333333,3.7563998120571,60,0,2010-09-19 07:29:31
2010-09-19,"08:00:01",112.551063829787,4.87758280924625,47,13,2010-09-19 08:36:01
2010-09-19,"09:00:01",110.811666666667,6.13539582430539,60,0,2010-09-19 09:29:31
2010-09-19,"10:00:01",101.243333333333,5.6679702721212,60,0,2010-09-19 10:29:31
2010-09-19,"11:00:01",94.0333333333333,3.32594661772477,60,0,2010-09-19 11:29:31
2010-09-19,"12:00:01",85.063829787234,4.98913713598876,47,13,2010-09-19 12:36:01
2010-09-19,"13:00:01",81.5366666666667,4.05056876804144,60,0,2010-09-19 13:29:31
2010-09-19,"14:00:01",81.9833333333333,5.8179781760073,60,0,2010-09-19 14:29:31
2010-09-19,"15:00:01",86.3166666666667,3.40080582009451,60,0,2010-09-19 15:29:31
2010-09-19,"16:00:01",90.0489361702128,3.96226068213949,47,13,2010-09-19 16:36:01
2010-09-19,"17:00:01",84.46,4.41066504075008,60,0,2010-09-19 17:29:31
2010-09-19,"18:00:01",92.5233333333333,3.44488649128721,60,0,2010-09-19 18:29:31
2010-09-19,"19:00:01",93.715,3.47078973087282,60,0,2010-09-19 19:29:31
2010-09-19,"20:00:01",107.463829787234,5.06249747318949,47,13,2010-09-19 20:36:01
2010-09-19,"21:00:01",119.151666666667,4.87715156055589,60,0,2010-09-19 21:29:31
2010-09-19,"22:00:01",116.363333333333,3.91658648793999,60,0,2010-09-19 22:29:31
2010-09-19,"23:00:01",114.17,7.38246433523501,60,0,2010-09-19 23:29:31
2010-09-20,"00:00:01",119.2875,8.17248530919648,32,28,2010-09-20 00:35:04
2010-09-20,"01:00:01",119.778333333333,4.61295492145161,60,0,2010-09-20 01:29:31
2010-09-20,"02:00:01",123.268333333333,3.47794463297743,60,0,2010-09-20 02:29:31
2010-09-20,"03:00:01",141.635,16.5623713298488,60,0,2010-09-20 03:29:31
2010-09-20,"04:00:01",170.157446808511,6.01612849224089,47,13,2010-09-20 04:36:01
2010-09-20,"05:00:01",156.833333333333,8.21069304175894,60,0,2010-09-20 05:29:31
2010-09-20,"06:00:01",145.946666666667,6.54976947884341,60,0,2010-09-20 06:29:31
2010-09-20,"07:00:01",147.563333333333,6.98188859561522,60,0,2010-09-20 07:29:31
2010-09-20,"08:00:01",139.102127659574,9.48831064272845,47,13,2010-09-20 08:36:01
2010-09-20,"09:00:01",128.313333333333,5.51689137064346,60,0,2010-09-20 09:29:31
2010-09-20,"10:00:01",129.836666666667,3.68505762743462,60,0,2010-09-20 10:29:31
2010-09-20,"11:00:01",121.053333333333,4.33642306189691,60,0,2010-09-20 11:29:31
2010-09-20,"12:00:01",115.408510638298,8.15991873859884,47,13,2010-09-20 12:36:01
2010-09-20,"13:00:01",101.835,4.37635499598096,60,0,2010-09-20 13:29:31
2010-09-20,"14:00:01",100.16,3.84091267402573,60,0,2010-09-20 14:29:31
2010-09-20,"15:00:01",103.158333333333,3.60880710215508,60,0,2010-09-20 15:29:31
2010-09-20,"16:00:01",98.7553191489362,3.00975287954505,47,13,2010-09-20 16:36:01
2010-09-20,"17:00:01",97.2983333333333,3.69981637962452,60,0,2010-09-20 17:29:31
2010-09-20,"18:00:01",103.935,7.48770347902683,60,0,2010-09-20 18:29:31
2010-09-20,"19:00:01",122.498333333333,6.38898659550278,60,0,2010-09-20 19:29:31
2010-09-20,"20:00:01",133.055319148936,3.55367589911203,47,13,2010-09-20 20:36:01
2010-09-20,"21:00:01",133.158333333333,4.60159484757654,60,0,2010-09-20 21:29:31
2010-09-20,"22:00:01",133.888333333333,4.9936940460934,60,0,2010-09-20 22:29:31
2010-09-20,"23:00:01",144.026666666667,7.47822292940095,45,15,2010-09-20 23:26:41
2010-09-21,"00:00:01",162.904255319149,3.83864544988421,47,13,2010-09-21 00:36:01
